Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$3,941.503094","$2,896.609131","$3,372.865430","$3,956.200967","$4,630.537811","$5,823.974997","$6,532.905243","$6,034.523339","$6,489.710320","$6,337.409954","$6,028.582612","$6,637.106512","$8,060.888811","$9,818.568493","$11,749.875520","$13,430.660550","$15,261.808850","$18,466.578260","$22,804.622200","$19,861.697430","$19,960.068490","$21,871.266080","$19,870.801210","$20,133.169140","$19,890.919910","$17,829.698320","$18,575.232030","$20,636.199950","$23,424.480460","$23,664.847860","$22,992.879380","$26,822.514190","$27,638.373280"
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$2,761.166833","$3,192.133616","$3,809.981445","$5,046.755103","$5,639.077621","$6,236.358881","$6,634.856899","$7,682.953775","$9,482.042850","$11,281.023320","$12,138.308100","$10,209.073120","$9,913.737642","$9,864.344940","$9,313.169412","$9,429.569217","$13,461.831000","$16,677.510790","$17,931.282320","$17,764.376450","$22,303.961330","$23,357.757730","$26,438.230390","$25,522.629570","$27,076.606750","$31,658.349380","$30,485.866550","$26,964.049470","$27,289.059360","$26,734.942540","$23,694.760480","$23,628.327210","$25,197.265600","$30,310.357600","$34,106.658120","$34,520.239650","$36,353.880330","$41,640.080870","$45,612.710620","$41,650.367830","$41,572.455950","$46,705.895800","$43,855.854470","$46,298.922920","$48,023.869980","$41,103.256440","$42,136.120790","$44,652.589170","$47,939.278290","$46,793.686760","$46,772.825350","$51,203.554470","$48,432.455870"
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$850.965484,nan,$825.546880,$820.576772,$785.294465,$783.695854,$735.730387,$767.106236,$762.475184,$788.624473,$790.516107,$766.315697,$752.749447,$740.038953,$745.206782,$742.865697,$747.779123,$749.081632,$771.374232,$813.897944,$852.890188,$907.817944,$980.031032,"$1,131.635726","$1,164.251683","$1,227.820853","$1,322.726251","$1,418.460858","$2,102.197948","$2,239.114538","$2,409.311902","$2,545.738799","$2,655.733220","$2,755.838293","$2,876.043664","$2,917.996281","$3,050.306282","$3,136.112960"
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$635.870192,$788.242164,$756.070785,$997.624672,"$1,125.807480","$1,232.720743","$1,365.249159","$1,517.419244","$1,668.974984","$1,897.942267","$2,144.796555","$2,430.589145","$2,645.762672","$2,899.060601","$3,178.475332","$3,386.665981","$3,549.652676","$3,820.545017","$3,967.026809","$4,225.850637","$4,385.994541","$4,676.827165","$4,829.241889","$4,879.149773","$4,991.764173","$4,881.138793","$5,016.088237","$5,354.799195","$5,304.126097","$5,677.051175","$6,126.849496","$6,661.465047","$7,109.978253","$7,182.400203","$7,288.497948","$7,054.875977","$7,240.679119","$7,498.917522","$7,724.042411","$8,223.041450","$7,408.091301","$7,833.195013","$8,561.587011","$7,003.469891","$7,668.158132","$8,414.536593"
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,"$2,487.136099","$2,700.746423","$2,776.135388","$3,151.133159","$3,464.455153","$3,845.486428","$4,654.304518","$6,119.370223","$6,770.750028","$7,999.112667","$8,787.553381","$9,783.865605","$11,825.965000","$13,752.107870","$13,883.784500","$12,081.857590","$11,804.373860","$11,857.902940","$11,562.928380","$12,253.109850","$17,201.106530","$21,340.675870","$22,526.963060","$21,901.129650","$26,891.627510","$27,011.553410","$29,569.497060","$27,597.808520","$29,995.807560","$35,351.575800","$35,650.888280","$32,836.142950","$33,368.009620","$33,440.603060","$30,743.379700","$30,751.589690","$33,228.633920","$40,458.941170","$46,511.934750","$48,799.744230","$52,027.189070","$58,487.046010","$64,321.674480","$58,163.638530","$58,041.398440","$61,753.647130","$58,507.508050","$61,191.193700","$62,548.984730","$53,254.856370","$54,663.998370","$57,610.098180","$61,591.928870","$59,592.980690","$60,915.424400","$68,007.756670","$66,983.132000"
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,$203.879751,$191.907441,$234.041925,$258.760223,$273.324720,$229.559605,$246.771455,$251.842578,$255.053503,$282.681600,$331.890709,$362.295132,$420.631472,$483.346021,$587.657289,$704.833669,$754.777456,$854.992868,$861.513804,$977.414315,"$1,174.693354","$1,284.789553","$1,374.468640","$1,499.964294","$1,845.560023",$786.029638,$934.059244,$870.655017,$786.382425,$957.960093,$992.238964,"$1,349.813238","$1,562.522047","$1,726.625479","$1,896.020117","$2,114.090600","$2,276.698374","$2,456.105927","$2,616.745480","$2,631.743580","$2,845.846610","$2,953.247928","$3,085.517866","$2,399.498123","$2,468.436815","$3,903.815184","$4,080.045714","$4,676.079111","$5,053.330291","$5,002.153233","$5,509.568054","$5,859.381545","$6,049.471611","$6,171.295064","$6,533.670968","$6,838.936735","$7,191.069713","$7,513.497951","$7,947.159354","$8,173.344646","$7,167.914932","$8,476.749688","$10,120.551160"
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,$239.033006,$209.917178,$169.927013,$225.823391,$238.877805,$253.309059,$241.002572,$261.366234,$292.028984,$315.562094,$352.533840,$359.821774,$468.619260,$588.907197,$871.731462,$989.393080,"$1,074.405245","$1,223.991887","$1,495.209103","$1,829.897314","$2,259.724367","$2,291.755924","$2,260.347688","$2,359.593264","$2,510.036833","$2,617.725449","$2,783.431220","$2,829.879469","$2,437.378060","$2,235.268024","$2,431.551269","$1,749.286087","$1,794.623507","$1,825.875123","$1,522.825210","$1,466.544691","$1,619.532403","$1,634.467410","$1,610.302968","$1,602.864915","$1,780.376071","$1,754.582365","$1,794.811114","$2,117.048229","$2,624.795232","$3,131.328176","$3,500.134610","$3,971.803488","$4,946.564017","$3,898.478806","$4,495.921455","$5,473.281801","$5,610.733306","$5,519.777576","$5,516.229463","$4,197.419971","$3,967.200660","$4,134.936099","$4,171.795309","$4,021.983608","$3,354.157303","$3,700.311195","$4,273.922183"
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,$90.719212,$79.907226,$72.015677,$76.065811,$85.684604,$97.347459,$103.602083,$97.996819,$96.684551,$105.633795,$114.188281,$119.517702,$132.245116,$162.564081,$180.001982,$198.486022,$198.253600,$225.179988,$214.895914,$245.009571,$278.461334,$292.652273,$302.081416,$311.190589,$331.912064,$357.521650,$350.744945,$340.712210,$371.363056,$394.994604,$416.677814,$445.081948,$491.776871,$532.491799,$632.265936,$770.095438,$873.540581,$893.380019,$804.277091,$875.652521,$954.440268,"$1,007.041690","$1,104.502936","$1,238.476501","$1,425.370608","$1,637.759748","$1,956.520019","$2,454.110648","$3,080.444256","$3,316.541049","$4,006.200578","$4,860.739218","$5,375.842830","$5,882.142195","$6,291.283382","$6,501.712686","$6,591.136406","$7,149.121268","$7,944.471368","$8,169.008923","$8,262.897550","$9,812.145975","$9,952.188121"
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,$153.477606,$159.252521,$159.643702,$165.033838,$184.548389,$194.891255,$187.821538,$192.507671,$203.006309,$220.954437,$228.383389,$241.276850,$257.602530,$321.628122,$438.345605,$459.937710,$490.458704,$534.941811,$601.121369,$687.942413,$835.209507,$909.256652,$843.383370,$828.614258,$824.354305,$803.601060,$792.998653,$786.638224,$799.168898,$795.471329,$911.326362,$942.686547,"$1,013.398681","$1,090.323308","$1,123.650800","$1,129.355713","$1,206.545953","$1,264.202992","$1,222.506447","$1,268.951247","$1,354.979620","$1,318.622535","$1,259.776023","$1,378.403952","$1,577.937232","$1,809.847606","$2,036.405187","$2,370.896453","$2,632.819457","$2,502.955530","$2,988.449997","$3,250.776704","$3,348.112789","$3,347.113999","$3,414.437827","$3,204.508591","$3,264.725075","$3,485.109554","$3,480.280784","$3,506.634175","$3,232.247140","$3,714.713915","$4,069.176012"
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,$148.212965,$148.460667,$149.479447,$162.825093,$182.491281,$198.448672,$216.172747,$228.687839,$246.030504,$276.178438,$317.346649,$343.022426,$415.748203,$535.775016,$604.585106,$649.899593,$702.722183,$824.496954,"$1,024.325099","$1,095.517962","$1,166.772129","$1,266.980519","$1,221.930353","$1,279.560324","$1,350.020303","$1,403.427446","$1,805.217571","$2,085.804177","$2,469.398762","$2,532.560870","$2,605.907378","$2,899.938507","$3,126.502248","$3,451.761966","$3,861.094211","$4,331.650870","$4,124.722605","$3,898.127036","$3,449.921307","$3,814.891890","$4,089.042659","$3,769.110169","$3,796.538934","$4,141.299245","$4,609.602569","$4,881.332927","$5,134.809962","$5,695.514830","$6,518.999914","$6,661.461523","$7,721.625263","$8,890.748424","$9,435.973240","$9,468.444029","$9,694.447645","$9,586.891992","$9,855.059823","$10,452.737070","$11,311.769080","$11,480.703820","$11,482.880500","$13,119.405650","$12,906.694010"
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$2,419.406054","$2,320.556634","$2,467.896029","$2,384.119669","$2,181.717406","$2,136.329202","$1,829.832171","$1,955.892267","$1,973.001258","$2,056.342924","$1,903.689944","$1,597.093909","$1,788.405846","$1,766.924381","$2,024.520340","$2,552.669306","$3,380.644908","$4,272.294816","$5,231.247792","$6,713.473631","$8,288.165608","$6,465.414241","$7,789.147103","$9,625.735509","$10,208.419730","$10,750.561580","$9,890.316591","$7,459.081845","$7,044.684730","$7,865.227451","$7,995.718829","$8,128.395055","$7,462.097631","$8,919.908636","$10,376.780250"
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,"$1,038.078255","$1,107.354995","$1,147.866827","$1,258.621940","$1,382.450417","$1,547.009064","$1,838.414726","$2,316.777812","$2,598.317256","$3,013.579245","$3,110.611248","$3,501.107561","$4,244.094182","$5,157.073943","$5,801.487692","$5,129.723669","$4,913.879800","$4,739.582207","$4,528.214860","$4,657.691539","$6,317.870594","$7,757.470611","$8,580.226778","$8,644.076579","$10,522.185730","$10,799.070800","$11,533.708720","$10,557.836860","$11,010.615120","$12,692.604300","$12,929.492790","$12,240.133370","$12,540.684770","$12,389.656020","$11,667.342070","$11,768.862930","$12,865.054730","$15,600.859600","$18,128.954090","$19,225.891550","$20,749.891020","$24,158.912440","$26,480.671290","$23,197.643440","$23,640.978820","$26,151.009290","$25,093.690400","$26,090.302830","$26,321.087960","$22,560.045300","$22,380.617990","$23,644.780730","$25,244.033790","$24,870.576470","$23,995.150000","$27,239.940110","$27,363.874640"
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,$448.114882,$369.114560,$310.445047,$362.380504,$432.958584,$447.234641,$442.033326,$451.289292,$443.242390,$518.950750,$463.772595,$433.671004,$487.628965,$579.092115,$954.875122,"$1,088.081918","$1,244.727532","$1,468.874206","$1,545.823686","$1,789.231164","$2,197.868160","$2,611.254219","$2,324.829958","$1,950.060354","$1,874.382638","$1,853.092531","$1,613.697479","$1,433.332609","$1,309.143841","$1,360.487465","$1,458.326872","$1,589.752174","$1,657.858720","$1,701.159459","$2,001.178159","$2,113.263652","$2,142.328641","$2,349.218685","$2,293.655828","$1,582.758607","$1,451.530885","$1,904.813670","$2,184.209244","$2,438.343684","$2,703.565671","$3,014.310009","$3,340.840903","$3,579.032244","$4,260.433184","$4,240.702593","$4,640.246344","$5,202.656459","$5,678.455721","$6,050.354611","$6,374.631486","$6,130.586676","$6,079.088736","$6,246.404252","$6,321.349401","$6,233.258167","$5,645.199290","$5,965.132871","$6,391.282484"
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,$160.574737,$166.956112,$172.963857,$178.657108,$191.918574,$231.217402,$242.133279,$255.971414,$272.045353,$243.313267,$299.987200,$335.846334,$354.897615,$356.250661,$422.696046,$495.328536,$493.013176,$600.043052,$653.935441,$697.897934,$780.510528,$802.217969,$765.605731,$644.219632,$712.914876,$751.187490,$637.897597,$697.726040,$758.829619,$826.718967,$937.543150,"$1,031.488078","$1,170.804798","$1,239.353562","$1,297.574690","$1,398.859831","$1,327.096518","$1,144.532398","$1,056.937209","$1,016.253884","$1,133.105461","$1,332.339410","$1,586.472921","$1,941.899973","$2,212.218148","$2,509.772034","$2,645.622535","$3,059.135428","$3,088.890834","$3,196.861381","$3,370.382447","$3,331.612461","$2,439.967284","$2,531.200079","$3,017.258336","$3,571.556907","$3,886.722498","$4,295.407496"
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,$923.044701,"$1,005.249769","$1,107.113009","$1,231.552647","$1,357.930372","$1,471.179984","$1,591.748746","$1,716.871430","$1,830.388101","$2,029.043549","$2,238.055285","$2,522.331810","$3,026.310715","$3,903.885107","$4,402.598517","$5,079.414747","$5,277.951958","$5,979.396152","$7,291.475110","$8,795.164105","$9,806.299400","$8,488.391129","$8,194.848117","$7,978.517530","$7,640.731798","$7,835.273215","$10,969.788700","$13,531.632590","$14,833.465520","$15,088.269730","$18,903.282960","$19,551.282700","$21,471.194690","$19,566.839570","$20,594.636180","$23,693.833640","$23,912.093260","$21,809.208060","$22,380.011430","$22,219.267550","$20,215.553690","$20,450.576710","$22,213.002420","$27,193.001960","$31,004.976100","$31,947.667970","$33,794.822260","$38,715.443860","$42,353.186190","$38,578.921390","$37,605.035380","$40,656.439270","$37,594.917720","$39,119.971200","$39,913.121260","$34,388.810370","$35,164.064780","$37,157.112600","$40,045.566190","$39,183.102340","$38,161.665940","$42,472.332690","$40,755.047380"
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,$396.392253,$450.053289,$520.206131,$609.487384,$675.241639,$774.761609,$889.659872,$968.306782,$950.545741,"$1,077.678700","$1,212.289326","$1,362.165524","$1,708.808629","$2,247.553377","$2,749.924663","$3,209.837445","$3,279.312671","$3,627.590663","$4,356.439220","$5,770.214614","$6,208.578019","$5,371.166436","$5,159.708645","$4,478.500286","$4,489.988939","$4,699.655764","$6,513.503286","$8,239.613802","$9,703.123838","$10,681.971200","$13,804.876790","$14,811.902820","$16,112.188920","$13,339.908560","$13,415.287000","$15,471.962720","$16,109.084400","$14,730.797180","$15,394.351460","$15,720.640500","$14,749.687420","$15,369.001160","$17,106.686580","$21,510.836250","$24,907.000850","$26,429.150940","$28,389.078580","$32,591.350310","$35,510.722230","$32,169.502850","$30,532.480510","$31,677.900310","$28,322.946590","$29,077.182060","$29,513.651180","$25,754.361030","$26,537.159490","$28,185.321370","$30,379.721110","$29,581.518550","$26,959.675440","$30,103.513730","$29,350.168520"
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$3,134.389753","$3,380.926302","$3,682.952301","$4,093.392477","$4,140.936602","$4,070.609024","$4,505.858332","$5,341.628947","$7,203.523038","$8,914.103557","$10,412.644310","$12,639.400070","$16,744.584450","$18,204.966480","$14,711.735270","$14,663.044610","$17,487.804780","$17,403.205330","$19,056.001920","$20,261.066730","$17,402.037610","$18,295.342930","$20,437.765380","$23,165.849480","$23,424.484710","$23,595.243680","$27,943.701220","$28,332.629090"
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$204.498593,$207.121077,$224.083926,$206.523100,$235.338547,$237.571522,$245.667628,$245.081084,$248.432685,$254.295255,$269.614763,$201.743503,$164.165053,$124.558150,$133.341101,$144.031649,$140.270215,$123.830222,$118.333128,$122.961665,$119.261857,$110.460875,$117.860165,$134.542486,$160.076792,$191.751293,$240.347972,$320.861090,$373.893959,$335.438495,$348.001348,$458.550921,$490.792474,$557.534148,$630.312627,$705.617512,$755.752645,$758.297690,$840.449603,$918.652594,$925.000697,"$1,027.585918"
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$1,879.956768","$2,114.104989","$2,533.806638","$3,258.716725","$3,667.838355","$4,247.118878","$4,422.501370","$4,984.861261","$6,045.022542","$7,274.666247","$8,100.239281","$7,032.614114","$6,759.203397","$6,558.669606","$6,304.856978","$6,469.423831","$9,021.258063","$11,126.733300","$12,176.276310","$12,396.101340","$15,459.494750","$15,971.560830","$17,510.228780","$15,933.071350","$16,835.477240","$19,464.093890","$19,749.872830","$18,088.608580","$18,615.775050","$18,482.612960","$16,948.330870","$17,198.661530","$18,760.213870","$22,968.028770","$26,307.247020","$27,341.710500","$29,089.548290","$33,587.026540","$37,043.631930","$33,480.228500","$32,965.436360","$35,766.563920","$33,170.158260","$34,564.927950","$35,280.748830","$30,485.758290","$31,175.215850","$33,088.674550","$35,749.088060","$35,077.728580","$34,332.644960","$38,436.149210","$37,149.608590"
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,$163.076513,$177.864499,$212.458709,$210.624112,$235.754259,$282.451073,$410.350726,$449.841040,$516.556042,$554.313045,$603.259544,$739.771493,$907.618421,"$1,239.913823","$1,160.927146",$966.514161,$853.261390,$851.648224,$807.910687,$813.925241,$834.473972,$810.441710,"$1,141.846055",$772.881764,$686.986918,$628.064549,$588.314733,$659.946727,$667.115934,$739.911164,$716.646813,$755.103658,$858.562392,$837.910907,$802.664398,$820.805637,"$1,010.735452","$1,240.316864","$1,500.066154","$1,784.593423","$2,207.603869","$1,990.750409","$2,298.316256","$2,109.800438","$2,307.627016","$2,338.125964","$2,423.846582","$1,893.140624","$1,735.426585","$1,795.659295","$1,847.207427","$1,906.967406","$1,697.367505","$1,780.134146","$1,856.915639"
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,"$1,179.353011","$1,327.427224","$1,411.702398","$1,522.319242","$1,707.503938","$1,882.086858","$2,010.213456","$2,034.189050","$1,907.077272","$2,178.035250","$2,465.644819","$2,716.190092","$3,177.645701","$4,173.173047","$5,297.607817","$6,255.544641","$6,739.690713","$7,069.105738","$7,628.815714","$9,332.245264","$11,223.937560","$10,926.817970","$10,938.122060","$10,497.480000","$10,833.866290","$11,398.105950","$14,951.046790","$18,571.059930","$22,047.793320","$23,973.239480","$28,364.645080","$25,484.739290","$22,319.059460","$17,608.812390","$20,301.333090","$26,271.599810","$25,783.450490","$24,691.872810","$26,009.269490","$26,186.190010","$24,345.914820","$24,967.792520","$26,997.752990","$32,927.680290","$37,772.178110","$39,054.850440","$41,222.602000","$48,476.392730","$53,772.794240","$47,481.484540","$46,505.303180","$51,148.931640","$47,708.061280","$49,892.223360","$50,327.240290","$42,801.908120","$43,814.026510","$46,412.136480","$49,987.626160","$48,629.858230","$49,169.719340","$53,489.752020","$50,536.624470"
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,$279.534498,$282.215174,$287.369352,$293.292089,$307.619584,$313.606853,$312.224376,$328.781571,$329.960210,$352.415829,$416.725386,$460.500609,$577.927280,$764.387918,$986.387360,"$1,188.394629","$1,183.996261","$1,200.591877","$1,351.455784","$1,621.494097","$1,865.735171","$1,870.377328","$1,763.838372","$1,619.227448","$1,657.846464","$1,568.700974","$1,737.364345","$1,560.654457","$1,452.188422","$1,530.547273","$1,713.180245","$1,763.286561","$1,947.504202","$2,073.118846","$2,308.706584","$2,486.981341","$2,672.435770","$2,597.929256","$2,031.025354","$2,351.722429","$2,015.857496","$1,964.130251","$2,157.076596","$2,680.270209","$3,124.607389","$3,406.475158","$3,483.597185","$3,793.097385","$3,928.921739","$3,184.689123","$3,469.150224","$4,160.721585","$4,359.792845","$4,586.956165","$5,305.063400","$5,105.190039","$5,368.433659","$5,825.198813","$6,073.395195","$5,968.319557","$4,864.106008","$4,646.537921","$5,316.658385"
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,"$1,333.881573","$1,430.434624","$1,585.735311","$1,758.856659","$1,928.999402","$2,060.299715","$2,209.000173","$2,363.669669","$2,553.975843","$2,767.615431","$2,870.157510","$3,180.337440","$3,865.925400","$4,984.196684","$5,345.896035","$6,717.439489","$6,899.069578","$7,566.662559","$9,299.747373","$11,213.023620","$12,738.520050","$11,116.861060","$10,501.609130","$9,998.975219","$9,430.069648","$9,778.085305","$13,566.660770","$16,340.725970","$17,727.510830","$17,747.581600","$21,865.555250","$21,675.706090","$23,814.227370","$22,380.331900","$23,496.367680","$26,889.425060","$26,870.285240","$24,226.884690","$24,971.574490","$24,678.391060","$22,416.425420","$22,449.339690","$24,288.270020","$29,627.924260","$33,797.162440","$34,768.175900","$36,470.212840","$41,557.623560","$45,515.961750","$41,737.763550","$40,676.064790","$43,846.466080","$40,870.852360","$42,602.717970","$43,068.548720","$36,652.922310","$37,062.533570","$38,781.049490","$41,557.854860","$40,494.898290","$39,055.282930","$43,658.978980","$40,963.837340"
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$24,623.744350","$24,947.123580","$23,370.773290","$25,089.591140","$27,238.024960","$31,691.878480","$35,940.962860","$36,440.322200","$41,762.687510","$48,365.736540","$51,431.974780","$47,410.958570","$48,167.667510","$51,786.485480","$50,157.062800","$55,560.136130","$60,126.129210","$52,726.688700","$56,833.914370","$59,328.233480","$62,576.803750","$63,382.753140","$61,979.795440","$69,010.166200",nan
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$1,280.771590",nan,nan,"$1,241.302256","$1,256.933599","$1,312.811227","$1,396.751932","$1,492.855187","$1,654.933434","$1,730.924358","$1,871.168537","$1,860.460843","$2,008.332427","$1,972.601887","$1,859.270424","$1,964.643736","$1,973.663920","$2,088.209544","$2,152.525280","$2,165.486820","$2,195.187156","$2,155.781690","$2,256.011357","$2,298.636458","$2,344.403462","$2,420.749006","$2,598.403604","$2,760.011340","$2,885.441249","$3,023.585446","$2,920.700863","$2,928.448782","$2,891.322103","$3,022.653627","$3,320.354976","$3,623.329337","$3,699.081514","$3,639.412699","$3,571.336769","$3,741.057769"
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,$275.585338,$322.797124,$347.684538,$290.053632,$399.532918,$413.625221,$442.376368,$481.088521,$513.359340,$544.148931,$542.208327,$626.031582,$691.814186,"$1,137.721319","$2,379.663510","$3,252.619979","$4,434.341159","$4,042.630238","$3,355.374008","$4,149.960170","$5,713.207348","$5,023.083671","$4,582.163851","$4,181.092459","$4,273.312834","$3,899.573791","$3,866.276886","$3,626.230960","$4,121.065811","$4,376.761178","$6,055.060248","$5,349.452015","$5,390.536792","$4,109.898799","$3,832.093264","$4,419.790340","$4,948.752869","$4,514.994085","$3,705.818091","$3,758.161936","$3,991.157151","$3,844.561348","$3,976.646799","$4,724.254797","$5,483.144572","$6,570.963270","$6,873.453984","$8,036.919948","$9,732.226524","$7,325.909508","$8,399.597344","$10,273.798450","$9,348.514868","$9,250.081117","$9,255.368037","$7,090.454634","$6,722.198222","$6,975.695197","$7,694.906045","$7,523.862278","$6,680.082670","$8,635.797144","$8,820.347338"
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,"$1,397.594863","$1,472.385777","$1,525.775918","$1,613.456953","$1,748.288193","$1,873.567855","$1,986.747244","$2,058.781771","$1,951.758666","$2,100.667944","$2,347.730246","$2,649.671014","$3,030.504708","$3,426.520112","$3,666.236108","$4,299.354057","$4,138.094675","$4,681.668593","$5,976.885651","$7,805.073396","$10,032.178680","$9,598.508938","$9,145.329109","$8,691.194954","$8,179.121916","$8,651.705793","$10,611.153690","$13,118.018420","$15,988.016490","$16,240.006250","$19,096.241200","$19,900.188490","$20,488.099670","$18,390.217820","$19,708.435640","$23,203.628900","$24,441.919910","$26,779.778790","$28,296.760270","$28,788.969290","$28,289.652690","$27,888.605110","$30,078.608130","$34,480.941060","$40,392.264860","$42,131.827070","$44,537.712340","$50,438.229600","$47,432.879100","$38,820.014590","$39,693.193870","$42,150.698140","$42,485.586070","$43,449.091720","$47,447.588930","$45,071.074320","$41,146.077360","$40,622.689390","$43,306.308300","$42,747.080460","$40,318.416920","$46,585.897560","$45,850.426120"
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$1,614.640122","$1,314.670670",$757.223548,$550.015543,$519.857581,$578.344610,$689.059441,$807.032286,$851.515747,$673.537894,$749.908535,$801.983966,$853.526172,"$1,010.031516","$1,305.047486","$1,642.783594","$1,996.019759","$2,635.367029","$3,324.754464","$2,822.689233","$3,233.220357","$4,021.754204","$4,421.929819","$4,623.884714","$4,739.277808","$4,014.112241","$4,062.126978","$4,356.928595","$4,722.042423","$4,696.150586","$4,255.742993","$5,023.274384","$6,627.706980"
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,$176.116376,$183.242230,$189.874907,$206.589888,$226.603637,$262.331994,$265.136078,$212.654498,$198.013711,$227.356144,$249.949767,$265.357443,$225.528946,$311.995984,$291.805229,$275.234889,$263.131854,$294.621934,$328.084093,$349.109186,$374.642735,$345.734500,$320.699412,$312.479522,$330.693959,$329.953555,$410.539076,$354.615638,$354.277222,$348.897709,$381.250838,$416.772943,$395.041122,$358.629975,$319.606642,$370.688478,$388.532882,$377.239914,$399.796373,$402.471445,$253.380211,$263.170083,$297.046939,$357.847848,$405.424968,$477.600836,$904.169725,"$1,047.199209","$1,178.955877","$1,044.005237","$1,258.963903","$1,501.059171","$1,536.619916","$2,282.407501","$1,942.921869","$1,711.271471","$1,900.397836","$1,998.722666","$2,180.029684","$2,167.925440","$2,176.576218","$2,410.877309","$2,175.859770"
